No,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,NearestStation,TimeToNearestStation,MinTimeToNearestStation,MaxTimeToNearestStation,TradePrice,FloorPlan,Area,AreaIsGreaterFlag,UnitPrice,PricePerTsubo,LandShape,Frontage,FrontageIsGreaterFlag,TotalFloorArea,TotalFloorAreaIsGreaterFlag,BuildingYear,PrewarBuilding,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Year,Quarter,Renovation,Remarks
11,"Pre-owned Condominiums, etc.",,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,30-60minutes,30,60,4100000,2LDK,60,0,,,,,False,,0,1988,0,RC,House,Other,,,,Category I Residential Zone,60.0,200.0,4th quarter 2015,2015,4,Not yet,Dealings between related objects
12,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,30-60minutes,30,60,44000000,,320,0,,,Semi-rectangular Shaped,13.5,False,270,0,1993,0,W,Housing Complex,Other,North,City Road,1.6,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
13,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,22,22,22,20000000,,340,0,,,Rectangular Shaped,21.0,False,260,0,1984,0,W,Housing Complex,House,North,City Road,4.0,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
14,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,22,22,22,29000000,,460,0,,,Semi-rectangular Shaped,21.0,False,290,0,1984,0,W,Housing Complex,House,South,City Road,9.0,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
15,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,30-60minutes,30,60,6500000,,105,0,,,Irregular Shaped,14.0,False,75,0,1976,0,W,House,Other,Northwest,City Road,5.2,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
16,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,30-60minutes,30,60,30000000,,360,0,,,Rectangular Shaped,14.0,False,290,0,1987,0,LS,Housing Complex,Other,East,City Road,6.0,Category I Residential Zone,60.0,200.0,2nd quarter 2015,2015,2,,
17,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,23,23,23,15000000,,200,0,,,Semi-rectangular Shaped,13.5,False,130,0,1984,0,LS,House,House,East,City Road,5.0,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
18,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,30-60minutes,30,60,25000000,,360,0,69000.0,230000.0,Semi-trapezoidal Shaped,28.0,False,,0,,0,,,House,East,City Road,2.4,Category I Residential Zone,60.0,200.0,1st quarter 2015,2015,1,,
19,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,25,25,25,38000000,,410,0,,,Rectangular Shaped,19.0,False,190,0,,0,S,"Office, Warehouse",Office,North,City Road,9.0,Category I Residential Zone,60.0,200.0,3rd quarter 2014,2014,3,,
20,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Omoto,30-60minutes,30,60,50000000,,450,0,,,Semi-trapezoidal Shaped,26.0,False,290,0,1976,0,W,House,House,North,City Road,4.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2014,2014,3,,
21,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,5000000,,165,0,,,Rectangular Shaped,15.5,False,155,0,1989,0,W,Housing Complex,,East,City Road,4.0,Category I Residential Zone,60.0,200.0,3rd quarter 2019,2019,3,,
22,Residential Land(Land Only),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,42000000,,65,0,630000.0,2100000.0,Rectangular Shaped,3.5,False,,0,,0,,,Other,Southeast,National Highway,30.0,Neighborhood Commercial Zone,80.0,200.0,3rd quarter 2019,2019,3,,
23,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,60000000,,490,0,,,Rectangular Shaped,22.5,False,770,0,1987,0,RC,Housing Complex,House,North,City Road,5.0,Category I Residential Zone,60.0,200.0,1st quarter 2019,2019,1,,
24,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,1H-1H30,60,90,29000000,,115,0,,,Rectangular Shaped,6.0,False,95,0,2018,0,W,House,House,North,City Road,4.0,Quasi-industrial Zone,60.0,200.0,4th quarter 2018,2018,4,,
25,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,100000000,,1200,0,82000.0,270000.0,Semi-trapezoidal Shaped,36.0,False,,0,,0,,,,North,City Road,3.5,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
26,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,53000000,,660,0,80000.0,270000.0,Rectangular Shaped,33.0,False,,0,,0,,,,South,City Road,4.0,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
27,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,37000000,,135,0,,,Semi-rectangular Shaped,7.0,False,105,0,2018,0,W,House,House,North,City Road,5.0,Category I Residential Zone,60.0,200.0,1st quarter 2018,2018,1,,
28,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,96000000,,970,0,99000.0,330000.0,Trapezoidal Shaped,50.0,True,,0,,0,,,,North,City Road,5.0,Category I Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
29,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,50000000,,430,0,,,Semi-square Shaped,18.0,False,165,0,1993,0,LS,House,House,North,City Road,5.5,Category I Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
30,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,25000000,,110,0,,,Semi-rectangular Shaped,12.0,False,95,0,2017,0,W,House,House,North,City Road,4.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2017,2017,1,,
31,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,66000000,,700,0,,,Semi-rectangular Shaped,32.0,False,250,0,1985,0,LS,Housing Complex,House,East,City Road,5.0,Category I Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
32,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,100000000,,1200,0,82000.0,270000.0,Semi-square Shaped,48.0,False,,0,,0,,,,West,City Road,5.2,Category I Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
33,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,1H-1H30,60,90,800000,,145,0,,,Semi-rectangular Shaped,7.0,False,95,0,1966,0,W,House,House,South,Road,1.6,Quasi-industrial Zone,60.0,200.0,4th quarter 2016,2016,4,,
34,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,1H-1H30,60,90,6000000,,105,0,,,Rectangular Shaped,11.5,False,50,0,1965,0,W,House,House,East,City Road,6.2,Quasi-industrial Zone,60.0,200.0,4th quarter 2016,2016,4,,
35,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,15000000,,290,0,,,Irregular Shaped,7.0,False,110,0,1961,0,W,House,Other,West,City Road,6.0,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
36,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,54000000,,540,0,,,Rectangular Shaped,18.0,False,350,0,1988,0,LS,Housing Complex,House,East,City Road,5.5,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
37,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,18000000,,240,0,,,Semi-rectangular Shaped,11.5,False,100,0,1977,0,W,House,House,West,Private Road,4.0,Category I Residential Zone,60.0,200.0,2nd quarter 2016,2016,2,,Dealings including private road
38,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,110000000,,350,0,,,Semi-rectangular Shaped,17.5,False,430,0,1996,0,RC,Housing Complex,House,West,City Road,5.0,Category I Residential Zone,60.0,200.0,2nd quarter 2016,2016,2,,
39,Residential Land(Land and Building),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Okayama,30-60minutes,30,60,230000000,,1800,0,,,Trapezoidal Shaped,33.0,False,2000,1,1972,0,RC,Shop,Factory,Northwest,National Highway,32.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2015,2015,3,,
40,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Bizennishiichi,30-60minutes,30,60,71000000,,430,0,,,Semi-shaped,20.0,False,320,0,2016,0,W,Housing Complex,Other,West,City Road,2.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2016,2016,1,,
41,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Bizennishiichi,30-60minutes,30,60,60000000,,450,0,,,Semi-rectangular Shaped,20.0,False,610,0,1979,0,RC,"Housing Complex, Office",Other,East,City Road,8.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2016,2016,1,,
42,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Bizennishiichi,24,24,24,33000000,,145,0,,,Semi-rectangular Shaped,8.8,False,100,0,2014,0,W,House,House,South,City Road,6.0,Quasi-industrial Zone,60.0,200.0,4th quarter 2014,2014,4,,
43,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Bizennishiichi,26,26,26,26000000,,135,0,,,Semi-rectangular Shaped,7.5,False,100,0,2013,0,W,House,,South,Private Road,4.0,Quasi-industrial Zone,60.0,200.0,1st quarter 2014,2014,1,,
44,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Aoe,Bizennishiichi,23,23,23,13000000,,145,0,88000.0,290000.0,Semi-rectangular Shaped,9.0,False,,0,,0,,,,South,City Road,5.5,Quasi-industrial Zone,60.0,200.0,1st quarter 2014,2014,1,,
45,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Asahihommachi,Omoto,26,26,26,1000000,,85,0,12000.0,40000.0,Rectangular Shaped,,False,,0,,0,,,Other,North,Private Road,3.3,Quasi-industrial Zone,60.0,200.0,2nd quarter 2015,2015,2,,Dealings including private road
46,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Asahihommachi,Omoto,30-60minutes,30,60,11000000,,195,0,55000.0,180000.0,Semi-rectangular Shaped,8.5,False,,0,,0,,,Other,East,Prefectural Road,5.7,Quasi-industrial Zone,60.0,200.0,4th quarter 2014,2014,4,,
47,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Asahihommachi,Okayama,30-60minutes,30,60,80000000,,1100,0,,,Irregular Shaped,10.5,False,440,0,1994,0,RC,Housing Complex,Other,Southeast,City Road,3.2,Quasi-industrial Zone,60.0,200.0,1st quarter 2015,2015,1,,
48,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Asahihommachi,Okayama,30-60minutes,30,60,1800000,,65,0,,,Semi-rectangular Shaped,6.0,False,75,0,1984,0,W,Housing Complex,House,East,Prefectural Road,10.0,Quasi-industrial Zone,60.0,200.0,2nd quarter 2014,2014,2,,
49,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Asahimachi,Omoto,21,21,21,19000000,,330,0,58000.0,190000.0,Semi-trapezoidal Shaped,11.0,False,,0,,0,,,,South,City Road,11.5,Neighborhood Commercial Zone,80.0,200.0,3rd quarter 2017,2017,3,,
50,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Asahimachi,Okayama,30-60minutes,30,60,10000000,,260,0,38000.0,130000.0,Semi-square Shaped,17.0,False,,0,,0,,,Other,West,City Road,6.0,Neighborhood Commercial Zone,80.0,200.0,3rd quarter 2019,2019,3,,
51,Residential Land(Land and Building),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Asahimachi,Okayama,30-60minutes,30,60,22000000,,440,0,,,Rectangular Shaped,17.0,False,150,0,1985,0,W,House,House,East,City Road,4.5,Neighborhood Commercial Zone,80.0,200.0,4th quarter 2015,2015,4,,
52,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,5000000,,180,0,27000.0,91000.0,Rectangular Shaped,9.0,False,,0,,0,,,House,Southeast,City Road,4.0,Category I Residential Zone,60.0,200.0,4th quarter 2018,2018,4,,
53,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,9000000,,250,0,,,Semi-square Shaped,16.0,False,105,0,1974,0,W,House,House,Southwest,City Road,5.0,Category I Residential Zone,60.0,200.0,3rd quarter 2018,2018,3,,
54,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,8500000,,185,0,46000.0,150000.0,Semi-rectangular Shaped,14.0,False,,0,,0,,,House,North,City Road,5.0,Category I Residential Zone,60.0,200.0,4th quarter 2017,2017,4,,
55,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,5200000,,190,0,27000.0,90000.0,Semi-rectangular Shaped,7.3,False,,0,,0,,,House,Northwest,City Road,4.0,Category I Residential Zone,60.0,200.0,3rd quarter 2017,2017,3,,
56,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,1000000,,165,0,6100.0,20000.0,Rectangular Shaped,7.0,False,,0,,0,,,Other,Northwest,City Road,4.0,Category I Residential Zone,60.0,200.0,1st quarter 2017,2017,1,,
57,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,2000000,,160,0,,,Irregular Shaped,4.0,False,185,0,1946,0,W,House,,North,City Road,2.2,Urbanization Control Area,60.0,200.0,1st quarter 2017,2017,1,,
58,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,1500000,,270,0,,,Rectangular Shaped,14.0,False,185,0,,0,W,House,Other,Southeast,City Road,4.5,Category I Residential Zone,60.0,200.0,4th quarter 2016,2016,4,,
59,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,5000000,,115,0,,,Semi-rectangular Shaped,6.5,False,115,0,1984,0,W,House,House,Southwest,City Road,8.0,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
60,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,3300000,,155,0,21000.0,70000.0,Semi-rectangular Shaped,7.0,False,,0,,0,,,,Southeast,City Road,2.5,Category I Residential Zone,60.0,200.0,3rd quarter 2016,2016,3,,
61,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,8200000,,210,0,40000.0,130000.0,Semi-trapezoidal Shaped,12.5,False,,0,,0,,,House,South,City Road,5.0,Category I Residential Zone,60.0,200.0,1st quarter 2016,2016,1,,
62,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,1500000,,300,0,5000.0,17000.0,Irregular Shaped,26.0,False,,0,,0,,,,East,City Road,5.3,Urbanization Control Area,60.0,200.0,1st quarter 2016,2016,1,,
63,Residential Land(Land Only),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,8500000,,400,0,21000.0,70000.0,Trapezoidal Shaped,19.0,False,,0,,0,,,,West,National Highway,19.0,Quasi-industrial Zone,60.0,200.0,3rd quarter 2015,2015,3,,
64,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,2000000,,155,0,,,Irregular Shaped,2.0,False,35,0,,0,W,House,,Southeast,Prefectural Road,7.0,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
65,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,9400000,,350,0,27000.0,90000.0,Semi-rectangular Shaped,12.0,False,,0,,0,,,,Northeast,City Road,5.7,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
66,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,Ashimori,30-60minutes,30,60,3000000,,105,0,28000.0,94000.0,Square Shaped,10.0,False,,0,,0,,,,Southwest,City Road,4.8,Category I Residential Zone,60.0,200.0,1st quarter 2014,2014,1,,
67,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,,,,,150000,,1000,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2018,2018,2,,
68,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,,,,,2000000,,2500,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2018,2018,1,,
69,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,,,,,1100000,,1800,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2016,2016,1,,
70,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,,,,,1000000,,1100,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2015,2015,1,,
71,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,,,,,630000,,210,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2014,2014,4,,
72,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Ashimori,,,,,8300000,,770,0,,,,,False,,0,,0,,,,,,,,,,4th quarter 2014,2014,4,,
73,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amase,Okayama,26,26,26,4000000,,90,0,,,Semi-rectangular Shaped,8.0,False,60,0,,0,W,House,,South,City Road,6.0,Commercial Zone,80.0,400.0,1st quarter 2018,2018,1,,
74,Residential Land(Land Only),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amase,Okayama,26,26,26,15000000,,100,0,150000.0,500000.0,Semi-rectangular Shaped,9.5,False,,0,,0,,,Other,South,City Road,7.0,Commercial Zone,80.0,500.0,4th quarter 2017,2017,4,,
75,Residential Land(Land and Building),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amase,Okayama,25,25,25,12000000,,95,0,,,Semi-rectangular Shaped,4.5,False,130,0,1977,0,W,"House, Shop",House,West,City Road,6.0,Commercial Zone,80.0,400.0,2nd quarter 2017,2017,2,,
76,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amase,Okayama,28,28,28,24000000,,80,0,,,Rectangular Shaped,6.0,False,85,0,2016,0,W,House,House,South,City Road,4.8,Commercial Zone,80.0,400.0,3rd quarter 2016,2016,3,,
77,Residential Land(Land Only),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amase,Okayama,30-60minutes,30,60,74000000,,560,0,130000.0,440000.0,Semi-rectangular Shaped,21.0,False,,0,,0,,,,East,City Road,15.0,Commercial Zone,80.0,400.0,1st quarter 2014,2014,1,,
78,Residential Land(Land Only),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amase,Okayama,27,27,27,18000000,,220,0,82000.0,270000.0,Rectangular Shaped,7.5,False,,0,,0,,,,West,Road,8.0,Commercial Zone,80.0,400.0,1st quarter 2014,2014,1,,
79,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amaseminamimachi,Okayama,30-60minutes,30,60,1800000,,35,0,48000.0,160000.0,Irregular Shaped,5.5,False,,0,,0,,,House,East,City Road,4.5,Commercial Zone,80.0,400.0,3rd quarter 2018,2018,3,,
80,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amaseminamimachi,Okayama,30-60minutes,30,60,77000000,,720,0,110000.0,350000.0,Rectangular Shaped,,False,,0,,0,,,House,East,City Road,8.0,Commercial Zone,80.0,400.0,3rd quarter 2018,2018,3,,
81,Residential Land(Land Only),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amaseminamimachi,Okayama,29,29,29,59000000,,590,0,100000.0,330000.0,Irregular Shaped,23.7,False,,0,,0,,,House,South,City Road,4.0,Commercial Zone,80.0,400.0,1st quarter 2018,2018,1,,
82,Residential Land(Land and Building),Commercial Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Amaseminamimachi,Okayama,30-60minutes,30,60,5500000,,135,0,,,Rectangular Shaped,6.0,False,85,0,,0,,"House, Shop",House,East,City Road,15.0,Commercial Zone,80.0,400.0,1st quarter 2016,2016,1,,
83,Residential Land(Land and Building),Residential Area,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,Ashimori,1H-1H30,60,90,1200000,,190,0,,,Semi-rectangular Shaped,29.0,False,125,0,1973,0,W,House,,East,City Road,3.7,Urbanization Control Area,60.0,200.0,1st quarter 2019,2019,1,,
84,Forest Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,,,,,1000000,,2000,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2018,2018,3,,
85,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,,,,,1300000,,2800,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2018,2018,2,,
86,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,,,,,450000,,910,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2018,2018,1,,
87,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,,,,,99000,,330,0,,,,,False,,0,,0,,,,,,,,,,1st quarter 2017,2017,1,,
88,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,,,,,2000000,,1600,0,,,,,False,,0,,0,,,,,,,,,,3rd quarter 2016,2016,3,,
89,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,,,,,580000,,1400,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2016,2016,2,,
90,Agricultural Land,,33101,Okayama Prefecture,"Kita Ward,Okayama City",Awai,,,,,280000,,840,0,,,,,False,,0,,0,,,,,,,,,,2nd quarter 2016,2016,2,,
